DTE,IV_Ratio,Straddle_Ratio,Build_IV,Norm_OG_Gap,Adj_IV_Chg,Trade
2,1.01-1.05,1.76-2.00,<0.08,<-0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,<0.08,<-0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,<0.08,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,<0.08,>0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,<0.08,>0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,<-0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,<-0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,>0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.08-0.12,>0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,<-0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,<-0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,>0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.12-0.16,>0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,<-0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,<-0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,>0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,0.16-0.20,>0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,>=0.20,<-0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,>=0.20,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,>=0.20,<-0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,>=0.20,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,>=0.20,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,1.76-2.00,>=0.20,>0.75%,<-0.75%,NO
2,1.01-1.05,1.76-2.00,>=0.20,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,1.76-2.00,>=0.20,>0.75%,>0.50%,NO
2,1.01-1.05,>2.00,<0.08,<-0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,<0.08,<-0.75%,>0.50%,NO
2,1.01-1.05,>2.00,<0.08,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,>2.00,<0.08,>0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,<0.08,>0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.08-0.12,<-0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.08-0.12,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.08-0.12,<-0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.08-0.12,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.08-0.12,>0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.08-0.12,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.08-0.12,>0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.12-0.16,<-0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.12-0.16,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.12-0.16,<-0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.12-0.16,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.12-0.16,>0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.12-0.16,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.12-0.16,>0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.16-0.20,<-0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.16-0.20,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.16-0.20,<-0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.16-0.20,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,>2.00,0.16-0.20,>0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,0.16-0.20,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,0.16-0.20,>0.75%,>0.50%,NO
2,1.01-1.05,>2.00,>=0.20,<-0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,>=0.20,<-0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,>=0.20,<-0.75%,>0.50%,NO
2,1.01-1.05,>2.00,>=0.20,Between -0.75% and 0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,>=0.20,Between -0.75% and 0.75%,>0.50%,NO
2,1.01-1.05,>2.00,>=0.20,>0.75%,<-0.75%,NO
2,1.01-1.05,>2.00,>=0.20,>0.75%,-0.75% to 0.50%,NO
2,1.01-1.05,>2.00,>=0.20,>0.75%,>0.50%,NO
2,1.06-1.10,<=0.95,<0.08,<-0.75%,<-0.75%,NO
2,1.06-1.10,<=0.95,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,<=0.95,<0.08,<-0.75%,>0.50%,NO
2,1.06-1.10,<=0.95,<0.08,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.06-1.10,<=0.95,<0.08,>0.75%,<-0.75%,NO
2,1.06-1.10,<=0.95,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,<=0.95,<0.08,>0.75%,>0.50%,NO
2,1.06-1.10,<=0.95,0.08-0.12,<-0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.08-0.12,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.08-0.12,<-0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.08-0.12,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.08-0.12,>0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.08-0.12,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.08-0.12,>0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.12-0.16,<-0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.12-0.16,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.12-0.16,<-0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.12-0.16,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.12-0.16,>0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.12-0.16,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.12-0.16,>0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.16-0.20,<-0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.16-0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.16-0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.16-0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,0.16-0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,0.16-0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,0.16-0.20,>0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,>=0.20,<-0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,>=0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,>=0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,>=0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,>=0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,<=0.95,>=0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,<=0.95,>=0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,<=0.95,>=0.20,>0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,<0.08,<-0.75%,<-0.75%,NO
2,1.06-1.10,0.96-1.00,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,0.96-1.00,<0.08,<-0.75%,>0.50%,NO
2,1.06-1.10,0.96-1.00,<0.08,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.06-1.10,0.96-1.00,<0.08,>0.75%,<-0.75%,NO
2,1.06-1.10,0.96-1.00,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,0.96-1.00,<0.08,>0.75%,>0.50%,NO
2,1.06-1.10,0.96-1.00,0.08-0.12,<-0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,<-0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,>0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.08-0.12,>0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,<-0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,<-0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,>0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.12-0.16,>0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,<-0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,0.16-0.20,>0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,>=0.20,<-0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,>=0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,>=0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,>=0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,>=0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,0.96-1.00,>=0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,0.96-1.00,>=0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,0.96-1.00,>=0.20,>0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,<0.08,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.01-1.05,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.01-1.05,<0.08,<-0.75%,>0.50%,NO
2,1.06-1.10,1.01-1.05,<0.08,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.06-1.10,1.01-1.05,<0.08,>0.75%,<-0.75%,NO
2,1.06-1.10,1.01-1.05,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.01-1.05,<0.08,>0.75%,>0.50%,NO
2,1.06-1.10,1.01-1.05,0.08-0.12,<-0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,<-0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,>0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.08-0.12,>0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,<-0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,<-0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,>0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.12-0.16,>0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,<-0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,0.16-0.20,>0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,>=0.20,<-0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,>=0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,>=0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,>=0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,>=0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.01-1.05,>=0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,1.01-1.05,>=0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.01-1.05,>=0.20,>0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,<0.08,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.06-1.10,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.06-1.10,<0.08,<-0.75%,>0.50%,NO
2,1.06-1.10,1.06-1.10,<0.08,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.06-1.10,1.06-1.10,<0.08,>0.75%,<-0.75%,NO
2,1.06-1.10,1.06-1.10,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.06-1.10,<0.08,>0.75%,>0.50%,NO
2,1.06-1.10,1.06-1.10,0.08-0.12,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.06-1.10,0.08-0.12,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,<-0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,>0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.08-0.12,>0.75%,>0.50%,NO
2,1.06-1.10,1.06-1.10,0.12-0.16,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.06-1.10,0.12-0.16,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,<-0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,>0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.12-0.16,>0.75%,>0.50%,NO
2,1.06-1.10,1.06-1.10,0.16-0.20,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.06-1.10,0.16-0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,0.16-0.20,>0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,>=0.20,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.06-1.10,>=0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,>=0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,>=0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,>=0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.06-1.10,>=0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,1.06-1.10,>=0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.06-1.10,>=0.20,>0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,<0.08,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,<0.08,<-0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.11-1.15,<0.08,<-0.75%,>0.50%,NO
2,1.06-1.10,1.11-1.15,<0.08,Between -0.75% and 0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,<0.08,Between -0.75% and 0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.11-1.15,<0.08,Between -0.75% and 0.75%,>0.50%,NO
2,1.06-1.10,1.11-1.15,<0.08,>0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,<0.08,>0.75%,-0.75% to 0.50%,NO
2,1.06-1.10,1.11-1.15,<0.08,>0.75%,>0.50%,NO
2,1.06-1.10,1.11-1.15,0.08-0.12,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,0.08-0.12,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,<-0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,>0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.08-0.12,>0.75%,>0.50%,NO
2,1.06-1.10,1.11-1.15,0.12-0.16,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,0.12-0.16,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,<-0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,>0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.12-0.16,>0.75%,>0.50%,NO
2,1.06-1.10,1.11-1.15,0.16-0.20,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,0.16-0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,Between -0.75% and 0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,>0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,>0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,0.16-0.20,>0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,>=0.20,<-0.75%,<-0.75%,NO
2,1.06-1.10,1.11-1.15,>=0.20,<-0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,>=0.20,<-0.75%,>0.50%,YES
2,1.06-1.10,1.11-1.15,>=0.20,Between -0.75% and 0.75%,<-0.75%,YES
2,1.06-1.10,1.11-1.15,>=0.20,Between -0.75% and 0.75%,-0.75% to 0.50%,YES
2,1.06-1.10,1.11-1.15,>=0.20,Between -0.75% and 0.75%,>0.50%,YES
